,HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,CUMULATIVE FROM JULY,Unnamed: 6
0,,,,QUANTITY,VALUE,QUANTITY,VALUE
20782,,China,,,,95975,8160
20783,,Croatia,,39330,4641,54913,6324
20784,,Czech Republic,,,,339002,32427
20785,,Denmark,,,,9913,953
20786,,Djibouti,,72200,8536,183883,19933
20787,,Ecuador,,,,,
20788,,Egypt(U.A.R.),,,,117319,14973
20789,,Fiji,,,,29480,1811
20790,,Finland,,,,,
20791,,France,,,,270101,28422
20792,,Germany,,269625,32036,4947600,547704
20793,,Greece,,610,57,1086346,104682
20794,,Guyana,,,,1500,156
20795,,India,,,,82610,9152
20796,,Indonesia,,,,102660,10188
20797,,Italy,,156610,28213,1837605,227491
20798,,Jordan,,,,1874706,168387
20799,,Kenya,,,,96985,15401
20800,,Kuwait,,,,,
20801,,Lithuania,,,,116741,11429
20802,,Malaysia,,,,7624,833
20803,,Malta,,,,350,52
20804,,Mexico,,10000,1382,159660,15916
20805,,Morocco,,,,301640,31329
20806,,Netherlands,,22150,2895,850458,93521
20807,,New Zealand,,,,28170,3484
20808,,Peru,,,,30390,2773
20809,,Poland,,44850,5181,648687,71794
20810,,Portugal,,23550,2904,70990,7817
20811,,Romania,,37450,4265,219562,18776
20812,,Saudi Arabia,,,,,
20813,,Serbia,,,,38441,3052
20814,,Singapore,,,,27622,3091
20815,,Slovenia,,10000,1198,87406,8596
20816,,South Africa,,156980,18495,1579010,160851
20817,,Spain,,187370,23668,1581017,188453
20818,,Sri Lanka,,,,295190,29486
20819,,Syrian Arab Republic,,,,100000,7157
20820,,Tunisia,,,,122760,13978
20821,,Turkey,,,,1359828,127906
20822,,U.S.America,,,,10276,1299
20823,,United Arab Emirates,,,,65328,5993
20824,,United Kingdom,,24240,3203,89261,10064
20825,,Viet Nam,,,,23639,2626
20826,52122300.0,OTH COT WOV FAB DYED>200G/SQM,SQM,2439353,297518,33673003,3848342
20827,,Albania,,,,2748,323
20828,,Argentina,,,,,
20829,,Australia,,,,103181,13126
20830,,Bangladesh,,869765,109105,13469963,1543365
20831,,Belgium,,,,,
20832,,Brazil,,,,,
20833,,Cambodia Fr.Kampuche,,,,232634,25750
20834,,Cameroon,,,,,
20835,,Canada,,7350,1004,50367,5038
20836,,Chile,,,,8232,1629
20837,,China,,,,320837,35711
20838,,Croatia,,,,,
20839,,Czech Republic,,,,172961,15372
20840,,Denmark,,,,18790,1675
20841,,Ecuador,,,,,
20842,,Fiji,,21000,2604,405802,51238
20843,,Germany,,625,83,295611,37765
20844,,Greece,,66600,8577,509539,54241
20845,,Hong Kong S.A.Re.Chi,,,,,
20846,,India,,18550,2294,445569,46659
20847,,Indonesia,,22000,3042,1621036,175399
20848,,Ireland,,2000,240,13670,1210
20849,,Italy,,,,31212,2797
20850,,Jordan,,354965,41878,4848659,574194
20851,,Kenya,,116976,14622,446938,42660
20852,,Kuwait,,,,,
20853,,Lebanon,,,,24950,2946
20854,,Lithuania,,,,,
20855,,Madagascar,,100000,11477,100000,11477
20856,,Malaysia,,,,,
20857,,Mexico,,55205,6538,1411444,165951
20858,,Morocco,,,,263853,30808
20859,,Myanmar,,,,16250,1535
20860,,Netherlands,,,,,
20861,,New Zealand,,47510,5665,194939,25232
20862,,Oman,,,,17000,2303
20863,,Paraguay,,,,11832,2899
20864,,Peru,,,,173079,17083
20865,,Philippines,,,,,
20866,,Poland,,10000,1190,16260,1783
20867,,Portugal,,36110,4563,258385,35854
20868,,Saudi Arabia,,,,,
20869,,Serbia,,,,6000,533
20870,,Singapore,,,,367105,39929
20871,,Slovenia,,15710,2200,70146,8626
20872,,South Africa,,92205,12031,1535377,187866
20873,,Spain,,,,85115,9856
20874,,Sri Lanka,,396360,45317,4281122,463972
20875,,Suriname,,,,,
20876,,Thailand,,,,,
20877,,Tunisia,,,,90660,11929
20878,,Turkey,,,,,
20879,,U.S.America,,,,15654,2179
20880,,United Arab Emirates,,74100,7824,259681,26411
20881,,United Kingdom,,1022,147,31022,2852
20882,,Viet Nam,,,,95142,9860
20883,52122400.0,OTH W-FAB COT COLYARN>200G/SQM,SQM,,,17505,2106
20884,,Sri Lanka,,,,17505,2106
20885,52122500.0,OTH W-FAB COT PRINTED>200G/SQM,SQM,223275,25776,5508668,578146
20886,,Albania,,,,55464,6494
20887,,Australia,,25850,3260,178673,18951
20888,,Bangladesh,,,,27340,2785
20889,,Cambodia Fr.Kampuche,,,,43000,6242
20890,,Canada,,7000,833,268413,30043
20891,,Chile,,,,91710,10616
20892,,China,,,,188890,15337
20893,,Croatia,,,,41518,4785
20894,,Estonia,,,,39112,4429
20895,,Germany,,,,77880,8479
20896,,Greece,,32150,3845,349754,33298
20897,,Italy,,93800,10039,219073,23007
20898,,Lithuania,,,,301015,31642
20899,,Mexico,,,,276138,29823
20900,,New Zealand,,,,19885,1999
20901,,Poland,,,,394766,41446
20902,,Portugal,,,,,
20903,,Romania,,,,19300,2209
20904,,Saudi Arabia,,,,,
20905,,Slovenia,,,,,
20906,,South Africa,,46200,5963,2296921,245552
20907,,Spain,,,,72050,8956
20908,,Sri Lanka,,1915,248,1915,248
20909,,U.S.America,,16360,1588,427222,43689
20910,,United Arab Emirates,,,,,
20911,,"Venezuela,Bolivar. R",,,,,
20912,53031010.0,"JUTE, CUTTING",MT,,,,
20913,,India,,,,,
20914,53039000.0,"OTH, WASTE OF JUTE&TEXTILE FIB",MT,,,6,423
20915,,Greece,,,,,
20916,,Italy,,,,6,423
20917,53050010.0,"SISAL&OTH TEX-FIBRES,GENUS,RAW",KG,,,,
20918,,Australia,,,,,
20919,53050090.0,"OTH TOW,NOILS&WASTE OF VEG FIB",KG,,,19840,682
20920,,Kuwait,,,,19840,682
20921,53071000.0,"SINGLE,YARN OF JUTE OR OTH FIB",KG,,,27695,2734
20922,,Saudi Arabia,,,,27695,2734
20923,,United Arab Emirates,,,,,
20924,53081000.0,COIR YARN,KG,,,,
20925,,United Arab Emirates,,,,,
20926,53089000.0,"OTH, YARN OF OTH VEG TEX FIBRE",KG,,,8173,2049
20927,,Australia,,,,,
20928,,Sri Lanka,,,,8173,2049
20929,53091100.0,UN-BLE/BLE FAB CON>85%WT FLX,SQM,,,610,47
20930,,Italy,,,,610,47
20931,53091900.0,OTH WOV FAB OF FLAX 85%OR MORE,SQM,,,12400,1341
20932,,India,,,,12400,1341
20933,,United Kingdom,,,,,
20934,53092900.0,OTH WOV FAB OF FLAX<85% BY WT,SQM,,,124000,13336
20935,,India,,,,,
20936,,United Arab Emirates,,,,124000,13336
20937,,Czech Republic,,,,1,123
20938,,Egypt(U.A.R.),,,,,
20939,,Germany,,,,3,397
20940,,Italy,,,,25,4594
20941,,Jordan,,,,22,3095
20942,,Malaysia,,,,9,1538
20943,,Turkmenistan,,,,,
20944,,United Arab Emirates,,,,10,1879
20945,,United Kingdom,,,,,
20946,,Uzbekistan,,,,630,35413
20947,53109010.0,"JUTE, HESSIAN CLOTH",MT,132,17879,1523,195998
20948,,Azerbaijan,,,,99,10639
20949,,Denmark,,,,1,105
20950,,Iraq,,,,5,745
20951,,Qatar,,,,3,172
20952,,Turkmenistan,,,,1021,129828
20953,,U.S.America,,,,1,69
20954,,United Arab Emirates,,,,5,389
20955,,United Kingdom,,,,,
20956,,Uzbekistan,,132,17879,388,54052
20957,53109090.0,OTHER JUTE FABRICS,MT,,,523,317
20958,,Germany,,,,3,252
20959,,Malaysia,,,,520,65
20960,,United Arab Emirates,,,,,
20961,53110000.0,WOV FAB OF OTH VEG TEX FIB,SQM,,,11076,1209
20962,,Belgium,,,,11076,1209
20963,54011000.0,SEWING THREAD SYTHA FILAMENT,KG,7874,1693,106605,22298
20964,,Australia,,,,550,96
20965,,Bahrain,,,,,
20966,,China,,,,9400,1887
20967,,Djibouti,,7874,1693,11275,2421
20968,,Ethiopia,,,,1342,311
20969,,India,,,,8967,1390
20970,,Malawi,,,,,
20971,,Russian Federation,,,,75000,16177
20972,,South Africa,,,,71,16
20973,,U.S.America,,,,,
20974,,United Arab Emirates,,,,,
20975,,Viet Nam,,,,,
20976,54012010.0,SEWING THRE VISCOSE RAYON DYED,KG,,,2960,580
20977,,China,,,,2960,580
20978,,Mexico,,,,,
20979,,U.S.America,,,,,
20980,,United Arab Emirates,,,,,
20981,,United Kingdom,,,,,
20982,54012090.0,OTH SEWING THREAD ART FILMENT,KG,6915,1968,9199,2532
20983,,Afghanistan,,101,26,101,26
20984,,Bangladesh,,,,,
20985,,Egypt(U.A.R.),,,,322,87
20986,,Ethiopia,,,,,
20987,,Ghana,,,,,
20988,,Haiti,,,,,
20989,,Kenya,,,,,
20990,,Malawi,,,,1500,338
20991,,Malaysia,,,,,
20992,,Mozambique,,,,300,101
20993,,Qatar,,,,150,34
20994,,Romania,,6814,1942,6814,1942
20995,,South Africa,,,,12,3
20996,,Uganda,,,,,
20997,,United Arab Emirates,,,,,
20998,,United Kingdom,,,,,
20999,,Yemen,,,,,
21000,54021100.0,HIGH TENANCITY YARN OF ARAMIDS,KG,,,,
21001,,Bangladesh,,,,,
21002,,Italy,,,,,
21003,,Sri Lanka,,,,,
21004,54021900.0,OTH HIGH TENANCITY NYLON YARN,KG,,,195,71
21005,,China,,,,195,71
21006,,South Africa,,,,,
21007,,Sri Lanka,,,,,
21008,54022000.0,HIGH TEN YARN OF POLYESTERS,KG,2400,876,23137,7886
21009,,Bahrain,,,,70,27
21010,,Bangladesh,,,,11762,4179
21011,,Estonia,,,,,
21012,,France,,,,6500,1969
21013,,"Korea, Republic of",,2400,876,2400,876
21014,,Mauritius,,,,1860,624
21015,,Saudi Arabia,,,,545,210
21016,,Sri Lanka,,,,,
21017,,Turkey,,,,,
21018,54023100.0,FILAMENTS YARN NYLON POLY 50,KG,,,3928,874
21019,,Canada,,,,1400,344
21020,,Haiti,,,,,
21021,,U.S.America,,,,2528,531
21022,54023200.0,FILAMENTS YARN NYLON/OTH POLY,KG,,,1700,359
21023,,Bahrain,,,,1700,359
21024,54023300.0,FILAMENTS YARN OF POLYESTERS,KG,96257,35390,484329,171881
21025,,Bahrain,,96257,35390,431319,151802
21026,,Bangladesh,,,,,
21027,,Cuba,,,,,
21028,,Djibouti,,,,274,134
21029,,Finland,,,,,
21030,,Italy,,,,,
21031,,Netherlands,,,,4160,1116
21032,,Poland,,,,150,52
21033,,Russian Federation,,,,,
21034,,South Africa,,,,,
21035,,Sri Lanka,,,,,
21036,,Turkey,,,,,
21037,,U.S.America,,,,26,8
21038,,United Arab Emirates,,,,28,9
21039,,United Kingdom,,,,2482,1044
21040,54023400.0,TEXTURED YARN OF POLYPROPYLENE,KG,,,25684,8820
21041,,Brazil,,,,25534,8768
21042,,Spain,,,,50,17
21043,,U.R.of Tanzania,,,,100,36
21044,,United Kingdom,,,,,
21045,54023900.0,"OTH, SYNTHETIC FILAMENTS YARN",KG,13038,4029,89220,32695
21046,,Japan,,13038,4029,89220,32695
21047,,United Kingdom,,,,,
21048,54024410.0,ELASTOMERICYARN(POLYURETHANE),KG,8370,4507,87301,26089
21049,,Bangladesh,,8370,4507,81918,25019
21050,,Oman,,,,35,11
21051,,Singapore,,,,,
21052,,United Arab Emirates,,,,5348,1059
21053,54024490.0,OTH ELASTOMERIC YARN 50TURNS/M,KG,,,142,117
21054,,U.S.America,,,,142,117
21055,54024500.0,ELASTOMERIC YARN OF NYLON,KG,,,,
21056,,United Arab Emirates,,,,,
21057,54024700.0,ELASTOMERIC YARN OF POLYESTERS,KG,535,170,23595,8587
21058,,Australia,,,,,
21059,,Bahrain,,80,24,8996,2799
21060,,Bangladesh,,215,71,215,71
21061,,Djibouti,,,,517,263
21062,,Netherlands,,,,,
21063,,United Arab Emirates,,240,75,13867,5454
21064,54024800.0,O-ELASTOMERIC OF SPANDEX/LYCRA,KG,,,1538,344
21065,,U.S.America,,,,1538,344
21066,54024900.0,"OTH,YARN,SINGLE,50 TURNS/MTR",KG,6365,2941,102995,28030
21067,,Bangladesh,,6365,2941,86873,22129
21068,,Haiti,,,,,
21069,,Sri Lanka,,,,16122,5901
21070,54025100.0,"OTH S/Y TWIST>50/M NYLON,POLYA",KG,,,,
21071,,Netherlands,,,,,
21072,54025200.0,OTH S/Y TWS>50/M OF POLYESTER,KG,,,30258,9610
21073,,Djibouti,,,,,
21074,,Germany,,,,839,172
21075,,Italy,,,,18600,5135
21076,,"Korea, Republic of",,,,7484,3630
21077,,U.S.America,,,,1395,286
21078,54026100.0,OTH Y-MULTIPLE/CAB NYLON/POLYM,KG,,,,
21079,,Brazil,,,,,
21080,,Thailand,,,,,
21081,54026200.0,OTH Y-MULTI/CAB OF POLYESTER,KG,,,5000,1711
21082,,Bangladesh,,,,5000,1711
21083,54026900.0,OTH Y-MULTI/CAB NOT RETAIL SAL,KG,,,58167,24191
21084,,Germany,,,,5503,2961
21085,,Portugal,,,,33647,13363
21086,,Qatar,,,,,
21087,,Viet Nam,,,,19017,7866
21088,54031000.0,HIGH TENACITY YARN OF VISCOS,KG,,,10,3
21089,,United Kingdom,,,,10,3
21090,54033200.0,OTH Y/S VIS RAY >120TURNS/MTRS,KG,9565,3559,217810,52027
21091,,Bahrain,,,,780,326
21092,,United Arab Emirates,,9565,3559,217030,51701
21093,54033300.0,"OTH YARN,SINGLE CELLULOSE ACET",KG,,,,
21094,,Bahrain,,,,,
21095,54033910.0,OTH YARN CUPRAMMONIUM RAYON,KG,,,,
21096,,Bangladesh,,,,,
21097,54034900.0,OTH ARTI FILAMENT YRN VIS RAYO,KG,,,,
21098,,United Arab Emirates,,,,,
21099,54041900.0,OTH SYN MONOFILAMENT OF 67-DEX,KG,,,,
21100,,Portugal,,,,,
21101,,United Arab Emirates,,,,,
21102,54049000.0,OTH SYNTH YARN & SYNTH TEX MAT,KG,,,786,166
21103,,Afghanistan,,,,,
21104,,Djibouti,,,,600,126
21105,,Germany,,,,186,39
21106,,United Arab Emirates,,,,,
21107,54060000.0,M-MADE FILAMENT YARN RETAIL-SL,KG,,,7019,1887
21108,,Ethiopia,,,,236,58
21109,,Malawi,,,,3978,1121
21110,,Sri Lanka,,,,,
21111,,United Arab Emirates,,,,2805,708
21112,54071000.0,WOV FAB HI-TENACI YRN NYLON PO,SQM,261346,39671,3289002,394246
21113,,Australia,,,,,
21114,,Azerbaijan,,,,,
21115,,Bangladesh,,,,12395,1249
21116,,Belgium,,,,64372,8928
21117,,Canada,,,,,
21118,,"Co,te d,Ivoire(Fr.Iv",,,,2325,246
21119,,Djibouti,,,,4308,312
21120,,Egypt(U.A.R.),,49927,6890,133427,17232
21121,,Estonia,,52918,6508,340003,36111
21122,,Germany,,12550,2749,341411,41757
21123,,Greece,,,,,
21124,,Hong Kong S.A.Re.Chi,,,,,
21125,,India,,,,74326,8366
21126,,Italy,,,,13597,1492
21127,,Japan,,,,16,6
21128,,Libya,,,,233813,21081
21129,,Malaysia,,,,805082,96681
21130,,Maldives,,,,750,79
21131,,Morocco,,,,1710,162
21132,,Netherlands,,83058,12874,257898,29398
21133,,Oman,,,,25000,1760
21134,,Saudi Arabia,,32968,4121,32968,4121
21135,,Singapore,,,,6480,677
21136,,South Africa,,20000,4845,304952,36400
21137,,South Sudan,,,,18000,2931
21138,,Spain,,,,12800,1271
21139,,Sri Lanka,,,,,
21140,,Sweden,,,,22253,3343
21141,,Togo,,,,28000,4326
21142,,Turkey,,,,,
21143,,U.S.America,,,,191095,28347
21144,,United Arab Emirates,,9925,1683,337844,45381
21145,,United Kingdom,,,,500,82
21146,,Viet Nam,,,,18377,1948
21147,,Yemen,,,,,
21148,54072000.0,"WOV FAB OBTAIN FROM STRIP,LIKE",SQM,,,2100,329
21149,,Bangladesh,,,,,
21150,,Belgium,,,,,
21151,,Sri Lanka,,,,2100,329
21152,,U.S.America,,,,,
21153,,United Arab Emirates,,,,,
21154,,United Kingdom,,,,,
21155,54073000.0,FAB PARALLEL SYNTH FILAMENT,SQM,,,,
21156,,Bangladesh,,,,,
21157,,Cameroon,,,,,
21158,,Egypt(U.A.R.),,,,,
21159,,Saudi Arabia,,,,,
21160,,Syrian Arab Republic,,,,,
21161,,United Arab Emirates,,,,,
21162,54074100.0,FAB 85% OR MORE NYLON FILMENT,SQM,,,389277,40881
21163,,Belgium,,,,,
21164,,Benin,,,,,
21165,,Cameroon,,,,,
21166,,Canada,,,,,
21167,,China,,,,1360,156
21168,,Djibouti,,,,,
21169,,Egypt(U.A.R.),,,,,
21170,,Estonia,,,,,
21171,,Hong Kong S.A.Re.Chi,,,,6585,956
21172,,Indonesia,,,,,
21173,,Malaysia,,,,,
21174,,Netherlands,,,,2000,371
21175,,Poland,,,,25975,2700
21176,,Saudi Arabia,,,,,
21177,,Senegal,,,,,
21178,,Spain,,,,51102,4261
21179,,Sri Lanka,,,,6641,772
21180,,U.R.of Tanzania,,,,284,27
21181,,U.S.America,,,,,
21182,,United Arab Emirates,,,,,
21183,,United Kingdom,,,,295330,31637
21184,54074200.0,OTH FAB 85% OR MORE DYED,SQM,7692,1461,261923,42286
21185,,Australia,,,,,
21186,,Bangladesh,,,,,
21187,,Benin,,,,,
21188,,Canada,,,,,
21189,,Eritrea,,,,,
21190,,India,,,,200,27
21191,,Kenya,,,,,
21192,,Lithuania,,2024,332,2024,332
21193,,Madagascar,,4950,967,57855,7585
21194,,Malaysia,,680,155,680,155
21195,,Saudi Arabia,,,,,
21196,,Sri Lanka,,,,8519,1224
21197,,Thailand,,,,7550,899
21198,,United Arab Emirates,,,,106100,20096
21199,,United Kingdom,,,,277,28
21200,,Viet Nam,,,,78680,11933
21201,,Zimbabwe,,38,8,38,8
21202,54074400.0,OTH W.FAB FILA DIF COL NYL>85%,SQM,20000,2427,59323,7265
21203,,Afghanistan,,,,,
21204,,Azerbaijan,,,,,
21205,,Bangladesh,,,,7455,1388
21206,,Belgium,,,,,
21207,,Benin,,,,,
21208,,Cameroon,,,,,
21209,,China,,,,,
21210,,Djibouti,,,,,
21211,,Egypt(U.A.R.),,,,,
21212,,Germany,,,,,
21213,,Libya,,,,70,7
21214,,Malaysia,,,,,
21215,,Saudi Arabia,,,,,
21216,,South Africa,,,,23350,2665
21217,,Spain,,,,,
21218,,Sri Lanka,,,,,
21219,,Sudan,,,,,
21220,,Syrian Arab Republic,,,,,
21221,,Togo,,,,,
21222,,U.S.America,,,,470,43
21223,,United Arab Emirates,,20000,2427,27322,3091
21224,,United Kingdom,,,,656,71
21225,,Zimbabwe,,,,,
21226,54075100.0,OTH W.FAB TEXTURED POLY U-BLEA,SQM,52065,8127,1441960,165921
21227,,Belgium,,,,,
21228,,Canada,,,,50124,6138
21229,,Egypt(U.A.R.),,915,233,244125,27767
21230,,Eritrea,,,,,
21231,,Estonia,,,,,
21232,,Germany,,,,8627,1001
21233,,Libya,,,,46460,5250
21234,,Malaysia,,,,,
21235,,Romania,,,,8041,1217
21236,,Saudi Arabia,,,,1332,157
21237,,Slovenia,,17000,2908,63446,8018
21238,,Sudan,,,,36694,3737
21239,,Turkey,,,,,
21240,,U.S.America,,,,27920,2698
21241,,United Arab Emirates,,34150,4986,909504,103512
21242,,United Kingdom,,,,45687,6426
21243,54075200.0,OTH W.FAB TEXTUR POLY DYED 85%,SQM,210672,37948,6656642,726084
21244,,Bangladesh,,,,,
21245,,Belgium,,2750,352,43790,3405
21246,,Canada,,,,12726,1422
21247,,China,,37350,7095,440830,52401
21248,,Egypt(U.A.R.),,42100,8028,1614914,167959
21249,,El Salvador,,,,2100,279
21250,,Eritrea,,,,,
21251,,France,,,,,
21252,,Germany,,,,17140,2318
21253,,Hong Kong S.A.Re.Chi,,,,1131617,116902
21254,,Italy,,,,1879,218
21255,,Lao People's D.R.,,,,,
21256,,Latvia,,,,,
21257,,Norway,,,,,
21258,,Oman,,,,30825,5064
21259,,Romania,,,,57030,6188
21260,,Saudi Arabia,,,,100200,11456
21261,,Slovenia,,45000,4991,113256,11764
21262,,South Africa,,,,,
21263,,Sudan,,,,,
21264,,Thailand,,,,,
21265,,Turkey,,,,,
21266,,U.S.America,,,,,
21267,,United Arab Emirates,,66082,14120,2856427,318539
21268,,United Kingdom,,17390,3362,233908,28167
21269,54075300.0,OTH W.FAB DIF COL TEXTUR POLYS,SQM,,,,
21270,,Mauritius,,,,,
21271,54075400.0,OTH FAB TEXT POLY FIL PRINTED,SQM,24920,4647,1344025,121413
21272,,Belgium,,24920,4647,842807,74379
21273,,Cameroon,,,,55000,4208
21274,,Canada,,,,16031,1725
21275,,Germany,,,,,
21276,,Italy,,,,86217,9346
21277,,Jordan,,,,,
21278,,Kenya,,,,,
21279,,Netherlands,,,,30,4
21280,,Oman,,,,,
21281,,Romania,,,,92413,9695
21282,,Saudi Arabia,,,,,
21283,,Sudan,,,,,
21284,,U.S.America,,,,84230,7424
21285,,United Arab Emirates,,,,167297,14632
21286,54076100.0,"OTH FAB,NON-TEXT POLY FILAMENT",SQM,,,422,92
21287,,Canada,,,,,
21288,,Italy,,,,,
21289,,Netherlands,,,,,
21290,,Sri Lanka,,,,422,92
21291,54076900.0,OTH FAB POLY FIL TEXTILE MAT,SQM,,,27256,3745
21292,,Bangladesh,,,,,
21293,,Egypt(U.A.R.),,,,840,146
21294,,Hong Kong S.A.Re.Chi,,,,,
21295,,Italy,,,,1057,146
21296,,O.Asia(Tai.For.Pe.Ki,,,,1600,188
21297,,Oman,,,,2236,302
21298,,Philippines,,,,19433,2710
21299,,Sri Lanka,,,,,
21300,,U.S.America,,,,1490,162
21301,,United Arab Emirates,,,,,
21302,,United Kingdom,,,,600,92
21303,54077100.0,OTH WOV FAB SYNTH FIL BL/UN-BL,SQM,,,,
21304,,Afghanistan,,,,,
21305,,Canada,,,,,
21306,,Djibouti,,,,,
21307,,Germany,,,,,
21308,,Italy,,,,,
21309,,Netherlands,,,,,
21310,,Oman,,,,,
21311,,Saudi Arabia,,,,,
21312,,Sudan,,,,,
21313,,U.S.America,,,,,
21314,,United Arab Emirates,,,,,
21315,,United Kingdom,,,,,
21316,54077200.0,OTH WOV FAB SYNTH FIL DYED 85%,SQM,9487,1518,157145,17266
21317,,Australia,,,,,
21318,,Bangladesh,,,,24233,2531
21319,,Canada,,,,12671,1364
21320,,Georgia,,,,38909,2470
21321,,Italy,,,,,
21322,,South Sudan,,,,14007,1891
21323,,Sudan,,,,,
21324,,Turkey,,,,9299,1181
21325,,U.S.America,,9487,1518,58026,7830
21326,,United Arab Emirates,,,,,
21327,54077400.0,OTH WOV FAB SYNTH FIL PRINTED,SQM,11189,2336,276046,53260
21328,,Bangladesh,,11189,2336,197763,37961
21329,,Belgium,,,,298,82
21330,,Canada,,,,,
21331,,France,,,,,
21332,,Philippines,,,,,
21333,,Saudi Arabia,,,,6100,1237
21334,,South Africa,,,,,
21335,,Sri Lanka,,,,17500,1614
21336,,Sudan,,,,,
21337,,Trinidad and Tobago,,,,,
21338,,United Arab Emirates,,,,47578,11181
21339,,United Kingdom,,,,6807,1185
21340,54078110.0,OTH W.FAB SYN MIX COT UN-BLECH,SQM,47516,14017,360125,48189
21341,,Belgium,,10446,2986,93846,13382
21342,,Germany,,,,89294,8483
21343,,Oman,,,,8540,818
21344,,Spain,,37070,11030,37070,11030
21345,,Sri Lanka,,,,602,48
21346,,Sweden,,,,78323,8224
21347,,United Kingdom,,,,52450,6203
21348,54078120.0,OTH W.FAB SYN MIX COTBLECHED,SQM,,,,
21349,,Canada,,,,,
21350,,United Kingdom,,,,,
21351,54078200.0,OTH WOV FAB  MIXED COTTON DYED,SQM,120890,14432,1311677,139489
21352,,Bangladesh,,,,4993,623
21353,,Canada,,,,4850,653
21354,,France,,,,,
21355,,Ireland,,,,13250,1607
21356,,Malaysia,,,,9169,979
21357,,Saudi Arabia,,,,17015,2127
21358,,United Kingdom,,120890,14432,1262400,133500
21359,54078400.0,OTH FAB SYN TEX SQM MATERUAK,SQM,,,,
21360,,Bahrain,,,,,
21361,,Bangladesh,,,,,
21362,,India,,,,,
21363,,New Zealand,,,,,
21364,,United Kingdom,,,,,
21365,54079120.0,OTH WOV FAB SYN F/L BLECHED,SQM,,,,
21366,,Sri Lanka,,,,,
21367,54079200.0,OTH WOV FAB SYN F/L NS DYED,SQM,,,,
21368,,Thailand,,,,,
21369,54079400.0,OTH WOV FAB SYN FIL NES PRINT,SQM,,,,
21370,,Bangladesh,,,,,
21371,,Cameroon,,,,,
21372,,United Arab Emirates,,,,,
21373,54081000.0,"W.FAB HIGH TENCITY YRN VIS,RAY",SQM,,,5872,871
21374,,Bangladesh,,,,,
21375,,Japan,,,,214,25
21376,,Malaysia,,,,3380,507
21377,,Oman,,,,1618,246
21378,,Qatar,,,,660,92
21379,54082200.0,OTH WOV FAB ART. FIL DYED,SQM,,,,
21380,,Thailand,,,,,
21381,54083110.0,OTH WOV FAB ART. FIL UN-BLECHE,SQM,,,650,93
21382,,Norway,,,,650,93
21383,54083120.0,OTH WOV FAB ART. FIL BLECHED,SQM,165,26,165,26
21384,,Qatar,,165,26,165,26
21385,54083200.0,OTH WOV FAB ART. FIL YARN DYED,SQM,430,96,430,96
21386,,Bangladesh,,430,96,430,96
21387,54083400.0,OTH WOV FAB ART.FIL YARN PRINT,SQM,,,,
21388,,Italy,,,,,
21389,55011000.0,SYN FIL TOW NYLON/O0POLYAMIDES,KG,,,3541,451
21390,,Mauritius,,,,41,4
21391,,Sweden,,,,3500,447
21392,55012000.0,SYN FILAMENT TOW OF POLYESTERS,KG,,,20142,5577
21393,,Australia,,,,,
21394,,Bosnia & Herzegovina,,,,,
21395,,Canada,,,,87,26
21396,,China,,,,1041,276
21397,,Czech Republic,,,,,
21398,,Fiji,,,,1363,589
21399,,France,,,,,
21400,,Germany,,,,5256,1468
21401,,Italy,,,,,
21402,,Malaysia,,,,1000,396
21403,,Nigeria,,,,,
21404,,O.Asia(Tai.For.Pe.Ki,,,,816,102
21405,,Qatar,,,,1664,416
21406,,Singapore,,,,,
21407,,South Africa,,,,,
21408,,Spain,,,,1269,354
21409,,U.S.America,,,,1854,473
21410,,United Kingdom,,,,5792,1477
21411,55013000.0,ACRYLIC OR MODACRYLIC,KG,,,,
21412,,Sri Lanka,,,,,
21413,55014000.0,STN FILAMENT TOW-POLYPROPYLENE,KG,,,75,11
21414,,Spain,,,,,
21415,,U.S.America,,,,75,11
21416,55032010.0,SYN FIB NOT CRD/COM<2.22DECX,KG,,,115453,13509
21417,,United Arab Emirates,,,,115453,13509
21418,55032090.0,SYN FIB OF POLYESTERS,KG,,,128720,21495
21419,,China,,,,,
21420,,India,,,,,
21421,,Jordan,,,,13213,1982
21422,,Sri Lanka,,,,4810,575
21423,,United Arab Emirates,,,,110697,18938
21424,55033000.0,SYN STA FIB ACRYLIC N-CRD/COMD,KG,372,78,462,87
21425,,China,,372,78,462,87
21426,55039000.0,SYN STAPLE FIB NOT CARDED/COMB,KG,,,431,61
21427,,Bangladesh,,,,431,61
21428,,China,,,,,
21429,,Mozambique,,,,,
21430,55041000.0,ART-STA FIB VIS RAYON N-CRD/CO,KG,,,,
21431,,U.S.America,,,,,
21432,55049000.0,OTH ART STAPLE FIB NOT CARDED,KG,,,,
21433,,China,,,,,
21434,55051000.0,WASTE SYNTHETIC FIBRES,KG,,,142557,19561
21435,,Belgium,,,,,
21436,,China,,,,,
21437,,Germany,,,,14520,2541
21438,,Spain,,,,939,127
21439,,Turkey,,,,3675,680
21440,,United Arab Emirates,,,,,
21441,,United Kingdom,,,,123423,16213
21442,55052000.0,WASTE ARTIFICIAL FIBRES,KG,,,1000,91
21443,,Afghanistan,,,,,
21444,,Oman,,,,,
21445,,United Kingdom,,,,1000,91
21446,55062000.0,"SYN STA FIB CRD,COM SPN POLYES",KG,,,,
